행정시,읍면동,허가일자,상호,설비용량(KW),상태,사업개시일,데이터기준일자
제주시,구좌읍,2018-12-24,바다 태양광발전소,787.36,사업개시,2019-08-14,2022-06-30
제주시,구좌읍,2018-12-24,영해태양광발전소,297.84,인허가,,2022-06-30
제주시,조천읍,2018-12-28,해담은와산1호 태양광발전소,400.13,사업개시,2019-11-20,2022-06-30
제주시,한경면,2018-12-28,명인발전,195.84,인허가,,2022-06-30
제주시,한경면,2018-12-28,큰별태양광2호기,98.55,사업개시,2021-01-12,2022-06-30
제주시,한경면,2018-12-28,큰별태양광1호기,98.55,사업개시,2021-01-12,2022-06-30
제주시,한경면,2018-12-28,상명제1발전소,97.2,인허가,,2022-06-30
제주시,한림읍,2018-12-28,석범 태양광발전소,99.28,사업개시,2020-10-29,2022-06-30
제주시,한림읍,2018-12-28,태임 태양광발전소,99.28,사업개시,2020-10-29,2022-06-30
제주시,한림읍,2018-12-28,제주서부한성발전소1,98.55,사업개시,2021-01-12,2022-06-30
제주시,구좌읍,2019-01-03,델타II 태양광발전소,420,인허가,,2022-06-30
제주시,한림읍,2019-01-03,제주감귤태양광194호 태양광발전소,722.7,사업개시,2020-06-26,2022-06-30
제주시,한림읍,2019-01-03,제주서부한성발전소2,98.55,사업개시,2021-12-24,2022-06-30
제주시,오라삼동,2019-01-04,엘림 태양광발전소,17.55,인허가,,2022-06-30
제주시,한림읍,2019-01-04,제주감귤태양광193호 태양광발전소,361.35,사업개시,2020-07-13,2022-06-30
제주시,한림읍,2019-01-07,문수 태양광발전소,99.36,사업개시,2019-06-28,2022-06-30
서귀포시,남원읍,2019-01-15,정성3호 태양광발전소,289.08,사업개시,2021-02-05,2022-06-30
서귀포시,남원읍,2019-01-15,해든빌레신흥 태양광발전소,993.6,사업개시,2021-06-28,2022-06-30
서귀포시,대정읍,2019-01-15,제주서부2호기 태양광발전소,197.1,인허가,,2022-06-30
서귀포시,안덕면,2019-01-15,그린 태양광발전소,282.51,사업개시,2020-10-20,2022-06-30
제주시,조천읍,2019-01-15,정앤수1호 태양광발전소,299.25,사업개시,2019-10-12,2022-06-30
서귀포시,표선면,2019-01-15,해든빌레세화 태양광발전소,993.6,사업개시,2020-11-03,2022-06-30
서귀포시,대정읍,2019-01-21,상모1호 태양광발전소,249.6,인허가,,2022-06-30
서귀포시,대정읍,2019-01-21,상모2호 태양광발전소,199.68,공사진행,,2022-06-30
서귀포시,대정읍,2019-01-21,현광2호 태양광발전소,99.36,사업개시,2020-10-20,2022-06-30
서귀포시,대정읍,2019-01-21,현광1호 태양광발전소,99.06,사업개시,2019-12-25,2022-06-30
서귀포시,안덕면,2019-01-21,청솔 태양광발전소,994.5,사업개시,2019-11-18,2022-06-30
제주시,한경면,2019-01-21,낙천 태양광발전소,98.28,인허가,,2022-06-30
제주시,회천동,2019-01-21,지아 태양광발전소,99.16,사업개시,2019-08-20,2022-06-30
제주시,구좌읍,2019-01-23,미래2 태양광발전소,994.5,사업개시,2021-04-02,2022-06-30
제주시,구좌읍,2019-01-23,바인 태양광발전소,298.08,사업개시,2020-07-09,2022-06-30
제주시,한림읍,2019-01-23,해바라기 태양광발전소,99.36,사업개시,2020-12-01,2022-06-30
제주시,구좌읍,2019-01-28,델타(V) 태양광발전소,200,인허가,,2022-06-30
제주시,구좌읍,2019-01-28,델타(IV) 태양광잘전소,250,인허가,,2022-06-30
제주시,한림읍,2019-01-28,금송 태양광발전소,760.64,사업개시,2021-03-09,2022-06-30
제주시,한림읍,2019-01-28,금능 태양광발전소,719.28,사업개시,2021-03-09,2022-06-30
제주시,애월읍,2019-01-31,(주)에스원산업개발 태양광발전소,880,인허가,,2022-06-30
제주시,회천동,2019-02-01,봉개동주민대책위원회2호 태양광발전소,793.12,공사진행,,2022-06-30
제주시,구좌읍,2019-02-07,한동2호 태양광발전소,99.84,사업개시,2020-11-06,2022-06-30
제주시,애월읍,2019-02-07,영진 태양광발전소,99.9,사업개시,2020-02-04,2022-06-30
제주시,조천읍,2019-02-07,대흘노루왓1호 발전소,294.15,사업개시,2020-02-18,2022-06-30
제주시,조천읍,2019-02-07,대흘노루왓2호 발전소,284.9,인허가,,2022-06-30
제주시,조천읍,2019-02-07,북촌 태양광발전소,291.6,사업개시,2019-05-15,2022-06-30
제주시,한경면,2019-02-07,수덕 태양광발전소,197.1,인허가,,2022-06-30
제주시,한경면,2019-02-07,제주서부썬 발전소,295.65,인허가,,2022-06-30
제주시,한경면,2019-02-07,청수2호 태양광발전소,98.55,인허가,,2022-06-30
제주시,한경면,2019-02-07,청수 태양광발전소,295.65,인허가,,2022-06-30
제주시,한림읍,2019-02-07,오소로기 태양광발전소,99.6,인허가,,2022-06-30
제주시,한림읍,2019-02-07,우진 태양광발전소,99.06,사업개시,2020-07-08,2022-06-30
서귀포시,남원읍,2019-02-11,희망 발전소,961.74,사업개시,2021-02-25,2022-06-30
서귀포시,남원읍,2019-02-11,성광 발전소,961.74,사업개시,2021-02-24,2022-06-30
서귀포시,남원읍,2019-02-11,신생썬 에너지,296.4,사업개시,2020-10-20,2022-06-30
서귀포시,남원읍,2019-02-11,금중 태양광발전소,998.64,사업개시,2021-06-28,2022-06-30
서귀포시,대정읍,2019-02-11,무릉꿀삼이태양광발전소,499.32,인허가,,2022-06-30
서귀포시,대정읍,2019-02-11,서락 태양광발전소,89.25,사업개시,2019-08-19,2022-06-30
서귀포시,성산읍,2019-02-11,태인2호 에너지,749.25,사업개시,2020-12-28,2022-06-30
서귀포시,성산읍,2019-02-11,태인1호에너지,749.25,사업개시,2020-12-28,2022-06-30
서귀포시,안덕면,2019-02-11,신홍 태양광발전소,197.6,인허가,,2022-06-30
서귀포시,안덕면,2019-02-11,신세기 태양광발전소,40.42,인허가,,2022-06-30
제주시,구좌읍,2019-02-12,신우 태양광발전소,258.57,사업개시,2021-03-30,2022-06-30
서귀포시,남원읍,2019-02-12,경철 태양광발전소,994.5,사업개시,2019-12-12,2022-06-30
서귀포시,대정읍,2019-02-12,제주서부드림1호 태양광발전소,99.36,사업개시,2020-12-11,2022-06-30
서귀포시,대정읍,2019-02-12,제주서부드림2호 태양광발전소,99.36,사업개시,2020-12-11,2022-06-30
서귀포시,대정읍,2019-02-12,(주)에스엠솔라텍 태양광발전소,498.56,사업개시,2020-01-10,2022-06-30
서귀포시,표선면,2019-02-12,(주)뚜르에너지 태양광발전소,436.8,사업개시,2019-08-21,2022-06-30
제주시,한림읍,2019-02-12,통일2호 태양광발전소,496.8,사업개시,2022-01-18,2022-06-30
제주시,아라일동,2019-02-14,컬쳐마루 태양광발전소,30,공사진행,,2022-06-30
제주시,애월읍,2019-02-14,미래 태양광발전소,298.08,사업개시,2020-07-31,2022-06-30
제주시,애월읍,2019-02-14,재경 태양광발전소,299.7,사업개시,2020-06-15,2022-06-30
제주시,한경면,2019-02-14,지산1호 태양광발전소,316.8,사업개시,2021-05-06,2022-06-30
제주시,한경면,2019-02-14,(주)성우햇빛발전,985.5,사업개시,2021-06-09,2022-06-30
제주시,애월읍,2019-02-20,금정 태양광발전소,168.49,사업개시,2019-11-02,2022-06-30
제주시,한경면,2019-02-20,재삼 태양광발전소,198.9,인허가,,2022-06-30
제주시,한림읍,2019-02-20,은상 태양광발전소,99,사업개시,2021-06-28,2022-06-30
서귀포시,대정읍,2019-02-25,동일리 태양광발전소,263.07,사업개시,2019-08-13,2022-06-30
서귀포시,대정읍,2019-02-25,구억 태양광발전소,298.35,사업개시,2019-08-06,2022-06-30
서귀포시,성산읍,2019-02-25,케이원에너지3호 태양광발전소,219.6,사업개시,2019-09-20,2022-06-30
서귀포시,안덕면,2019-02-25,동선2호 태양광발전소,99.16,사업개시,2020-07-31,2022-06-30
제주시,한경면,2019-02-25,송백 태양광발전소,99.36,사업개시,2020-12-07,2022-06-30
제주시,회천동,2019-02-25,제라3호 태양광발전소,99.06,사업개시,2019-12-01,2022-06-30
제주시,회천동,2019-02-25,제라4호 태양광발전소,98.55,사업개시,2020-07-09,2022-06-30
제주시,한경면,2019-03-04,광명 태양광발전소,167,인허가,,2022-06-30
제주시,한경면,2019-03-04,해찬등 태양광발전소,50.4,인허가,,2022-06-30
제주시,한경면,2019-03-04,지영 태양광발전소,99.16,사업개시,2020-12-01,2022-06-30
제주시,한경면,2019-03-06,제주서부태양광발전소5호기,348.21,인허가,,2022-06-30
제주시,한림읍,2019-03-06,밝은2호 태양광발전소,99.06,인허가,,2022-06-30
제주시,한림읍,2019-03-06,송백2호 태양광발전소,99.06,인허가,,2022-06-30
제주시,한경면,2019-03-08,만경2 태양광발전소,99.9,공사진행,,2022-06-30
제주시,한경면,2019-03-08,만경1 태양광발전소,496.8,공사진행,,2022-06-30
제주시,한경면,2019-03-08,제주서부 한별발전소1호기,696.42,공사진행,,2022-06-30
제주시,한경면,2019-03-08,제주서부한별발전소2호기,696.42,공사진행,,2022-06-30
제주시,한림읍,2019-03-08,제주서부한성발전소3,99.68,사업개시,2021-12-24,2022-06-30
서귀포시,남원읍,2019-03-12,문영2 태양광발전소,84.24,사업개시,2019-09-24,2022-06-30
서귀포시,성산읍,2019-03-12,영동발전소,783.9,사업개시,2020-12-11,2022-06-30
서귀포시,성산읍,2019-03-12,에이스 태양광발전소,700,사업개시,2022-01-03,2022-06-30
서귀포시,표선면,2019-03-12,영광 태양광발전소,998.64,인허가,,2022-06-30
서귀포시,표선면,2019-03-12,반뎅이 태양광발전소,298.35,사업개시,2020-10-29,2022-06-30
제주시,구좌읍,2019-03-14,제이에스1호 태양광발전소,299.7,공사진행,,2022-06-30
제주시,구좌읍,2019-03-14,제주선 태양광발전소,999.96,사업개시,2021-02-01,2022-06-30
제주시,애월읍,2019-03-14,영화 태양광발전소1호,99.16,공사진행,,2022-06-30
제주시,애월읍,2019-03-14,영화 태양광발전소2호,51.8,공사진행,,2022-06-30
제주시,한경면,2019-03-14,셋톰밭 태양광발전소,99.06,인허가,,2022-06-30
제주시,회천동,2019-03-14,쓰리엠제이 태양광발전소,955.9,사업개시,2022-01-13,2022-06-30
제주시,구좌읍,2019-03-15,다이알월드2호 태양광발전소,194.56,사업개시,2021-06-01,2022-06-30
제주시,구좌읍,2019-03-15,다이알월드3호 태양광발전소,291.84,사업개시,2021-06-01,2022-06-30
제주시,구좌읍,2019-03-15,서현 태양광발전소,98.28,사업개시,2022-01-01,2022-06-30
제주시,구좌읍,2019-03-15,우현 태양광발전소,98.28,사업개시,2022-01-01,2022-06-30
제주시,구좌읍,2019-03-15,우성아폴론 태양광발전소,499.59,사업개시,2022-01-01,2022-06-30
제주시,조천읍,2019-03-15,교래리 태양광발전소,495,사업개시,2019-12-28,2022-06-30
제주시,한경면,2019-03-21,LK 태양광발전소,99.16,인허가,,2022-06-30
제주시,한경면,2019-03-26,판포1호 태양광발전소,299.52,공사진행,,2022-06-30
서귀포시,대정읍,2019-03-28,무릉1리다목적회관 태양광발전소,31.08,사업개시,2019-06-14,2022-06-30
서귀포시,대정읍,2019-03-28,보문제주 태양광발전소,19.5,사업개시,2020-01-31,2022-06-30
서귀포시,상효동,2019-03-28,고도농원 태양광발전소,40.95,사업개시,2019-06-20,2022-06-30
제주시,오라이동,2019-04-08,오라 태양광발전소,88.87,사업개시,2019-08-12,2022-06-30
제주시,조천읍,2019-04-08,해담은와산2호 태양광발전소,19.44,사업개시,2019-11-28,2022-06-30
제주시,한림읍,2019-04-09,금악2호 태양광발전소,99.84,사업개시,2021-01-21,2022-06-30
서귀포시,동홍동,2019-04-17,나드리 태양광발전소,80.66,인허가,,2022-06-30
제주시,한림읍,2019-04-17,푸른농장2호 태양광발전소,51.24,사업개시,2019-08-15,2022-06-30
