행정시,읍면동,허가일자,상호,설비용량(KW),상태,사업개시일,데이터기준일자
제주시,한림읍,2019-08-20,해오름 태양광발전소,497.7,사업개시,2020-04-16,2022-06-30
서귀포시,대정읍,2019-08-28,베스트 태양광발전소,98.82,사업개시,2020-08-05,2022-06-30
서귀포시,안덕면,2019-08-28,준 태양광발전소,198.9,사업개시,2020-08-28,2022-06-30
제주시,조천읍,2019-08-28,보람 태양광발전소,499.5,사업개시,2020-09-07,2022-06-30
서귀포시,대정읍,2019-08-29,서광3 태양광발전소,295.65,인허가,,2022-06-30
서귀포시,대정읍,2019-08-29,삼진태양광발전소,98.82,사업개시,2020-08-05,2022-06-30
제주시,애월읍,2019-08-29,광덕태양광1호발전소,382.5,사업개시,2020-01-14,2022-06-30
제주시,한림읍,2019-08-29,금산태양광발전소2호기,98.55,사업개시,2020-09-23,2022-06-30
서귀포시,안덕면,2019-09-03,제이씨지솔라3호 태양광발전소,310.8,사업개시,2020-01-10,2022-06-30
제주시,애월읍,2019-09-03,재현2 태양광발전소,151.7,사업개시,2021-01-22,2022-06-30
제주시,애월읍,2019-09-03,은혜 태양광발전소,198.9,사업개시,2020-12-07,2022-06-30
제주시,한경면,2019-09-03,밀정 태양광발전소,99.16,사업개시,2020-06-15,2022-06-30
제주시,한경면,2019-09-06,수룡 태양광발전소,199.8,사업개시,2020-11-12,2022-06-30
서귀포시,성산읍,2019-09-09,그등애태양광에너지 발전소,99.54,사업개시,2021-01-05,2022-06-30
서귀포시,표선면,2019-09-09,해비치에너지 태양광발전소,921.3,인허가,,2022-06-30
제주시,구좌읍,2019-09-10,동복리 나눔발전소,196.56,사업개시,2021-03-30,2022-06-30
제주시,애월읍,2019-09-10,하가일공삼 태양광발전소,299.7,사업개시,2020-03-16,2022-06-30
제주시,용강동,2019-09-10,희정태양광발전소,298.8,공사진행,,2022-06-30
서귀포시,성산읍,2019-09-18,삼달3호태양광발전소,99.16,사업개시,2021-11-12,2022-06-30
제주시,한림읍,2019-09-18,그린태양광발전소,199.92,인허가,,2022-06-30
제주시,조천읍,2019-09-25,주식회사 나눔에너지발전소(4호),249.6,사업개시,2021-01-12,2022-06-30
제주시,조천읍,2019-09-25,주식회사 나눔에너지발전소(3호),358.02,사업개시,2021-01-12,2022-06-30
제주시,한경면,2019-09-25,제동발전소,498.64,공사진행,,2022-06-30
서귀포시,성산읍,2019-10-09,영전 태양광발전소,299.7,사업개시,2021-11-12,2022-06-30
제주시,애월읍,2019-10-09,승민2태양광발전소,29.4,사업개시,2021-01-12,2022-06-30
제주시,조천읍,2019-10-09,퐁낭 태양광발전소,199.8,사업개시,2020-11-24,2022-06-30
서귀포시,남원읍,2019-10-10,하석 태양광발전소,299.7,사업개시,2021-07-29,2022-06-30
서귀포시,대정읍,2019-10-10,지석태양광발전소,278.88,사업개시,2020-10-21,2022-06-30
서귀포시,대정읍,2019-10-10,소원솔라에너지,172.64,사업개시,2021-08-06,2022-06-30
제주시,애월읍,2019-10-17,초록봉성태양광발전소,29.25,사업개시,2021-01-05,2022-06-30
서귀포시,표선면,2019-10-17,영광1호태양광발전소,435.2,인허가,,2022-06-30
제주시,한림읍,2019-10-17,보타리동명태양광발전소,399.6,사업개시,2020-04-08,2022-06-30
제주시,구좌읍,2019-10-26,동복리2호 태양광발전소,99.16,사업개시,2021-01-04,2022-06-30
제주시,구좌읍,2019-10-26,동복리1호 태양광발전소,99.16,사업개시,2021-01-04,2022-06-30
제주시,구좌읍,2019-10-26,성산에너지,99.54,인허가,,2022-06-30
제주시,구좌읍,2019-10-26,행원 태양광발전소,99.16,공사진행,,2022-06-30
서귀포시,대정읍,2019-10-28,썬 발전소,98.55,공사진행,,2022-06-30
서귀포시,대정읍,2019-10-28,축 발전소,98.55,공사진행,,2022-06-30
제주시,조천읍,2019-10-28,송광에너지,496.4,사업개시,2021-02-01,2022-06-30
제주시,한림읍,2019-11-01,에스제이5호 태양광발전소,153.72,사업개시,2021-01-04,2022-06-30
제주시,구좌읍,2019-11-06,덕천태양광발전소 2호기,196.84,사업개시,2021-02-01,2022-06-30
제주시,구좌읍,2019-11-06,덕천태양광발전소 3호기,196.84,사업개시,2021-02-01,2022-06-30
제주시,구좌읍,2019-11-06,덕천태양광발전소1호기,98.42,사업개시,2021-02-01,2022-06-30
서귀포시,남원읍,2019-11-07,광민태양광발전소,499.5,사업개시,2021-04-19,2022-06-30
서귀포시,남원읍,2019-11-07,정미 태양광발전소,499.5,사업개시,2021-06-28,2022-06-30
서귀포시,안덕면,2019-11-07,서광리 태양광발전소,99.45,사업개시,2020-11-23,2022-06-30
제주시,애월읍,2019-11-07,애월태양광발전소,497.7,인허가,,2022-06-30
제주시,한경면,2019-11-07,한빛 태양광발전소,299.7,사업개시,2020-11-24,2022-06-30
제주시,한경면,2019-11-07,태은태양광발전소,99.9,공사진행,,2022-06-30
제주시,구좌읍,2019-11-11,해오름 태양광발전소,120.9,사업개시,2020-02-28,2022-06-30
서귀포시,대정읍,2019-11-11,안심태양광발전소,299.7,사업개시,2020-07-13,2022-06-30
서귀포시,호근동,2019-11-11,남천태양광2호,297.84,사업개시,2020-04-16,2022-06-30
서귀포시,호근동,2019-11-11,남천태양광1호,496.4,사업개시,2020-04-16,2022-06-30
제주시,구좌읍,2019-11-15,행원태양광발전소,196.56,사업개시,2020-09-07,2022-06-30
서귀포시,성산읍,2019-11-15,송화개발 태양광발전소,999,사업개시,2021-08-27,2022-06-30
제주시,한림읍,2019-11-15,동명리 제주나눔에너지2호,304.02,사업개시,2020-06-26,2022-06-30
제주시,구좌읍,2019-11-18,태양1호태양광발전소,120.9,사업개시,2020-02-01,2022-06-30
제주시,구좌읍,2019-11-18,태양2호태양광발전소,98.28,사업개시,2020-09-07,2022-06-30
제주시,오라이동,2019-11-18,오라2 태양광발전소,30.71,사업개시,2020-07-09,2022-06-30
제주시,조천읍,2019-11-18,진드르 태양광발전소,166.5,사업개시,2020-05-25,2022-06-30
제주시,한림읍,2019-11-18,푸른농장1호태양광발전소,98.82,사업개시,2020-08-14,2022-06-30
서귀포시,표선면,2019-11-25,지민태양광발전소,199.5,사업개시,2020-12-01,2022-06-30
제주시,한경면,2019-11-25,방애왓 태양광발전소,299.7,인허가,,2022-06-30
제주시,한림읍,2019-11-25,썬라이트태양광발전소,99.84,인허가,,2022-06-30
제주시,한림읍,2019-11-25,동명리 제주나눔에너지1호,289.38,사업개시,2020-06-26,2022-06-30
제주시,한림읍,2019-11-25,우리 태양광발전소,99.16,사업개시,2020-12-28,2022-06-30
제주시,한림읍,2019-11-25,월림산전1호 태양광발전소,99.16,사업개시,2020-11-24,2022-06-30
서귀포시,남원읍,2019-12-04,금중2태양광발전소,999.6,사업개시,2021-06-28,2022-06-30
서귀포시,대정읍,2019-12-04,신도태양광발전소,18,사업개시,2020-06-02,2022-06-30
서귀포시,안덕면,2019-12-04,태양3호 태양광발전소,99.9,사업개시,2020-08-14,2022-06-30
제주시,한경면,2019-12-04,태양4호태양광발전소,99.9,사업개시,2022-03-31,2022-06-30
제주시,한림읍,2019-12-04,월림산전2호 태양광발전소,99.16,사업개시,2020-11-24,2022-06-30
제주시,구좌읍,2019-12-06,동영햇빛발전3호태양광발전소,99.63,사업개시,2020-09-07,2022-06-30
제주시,조천읍,2019-12-06,에코파워텍1호 태양광발전소,349.65,사업개시,2021-01-21,2022-06-30
서귀포시,표선면,2019-12-06,와이엠태양광발전소,398.58,사업개시,2020-10-21,2022-06-30
제주시,한경면,2019-12-06,동영햇빛발전2호 태양광발전소,99.63,사업개시,2022-04-08,2022-06-30
서귀포시,남원읍,2019-12-12,남원농협2태양광발전소,157.44,사업개시,2020-07-08,2022-06-30
서귀포시,대정읍,2019-12-12,유촌솔라텍,350,사업개시,2021-01-05,2022-06-30
서귀포시,도순동,2019-12-12,엠케이에너지,493.02,사업개시,2021-04-07,2022-06-30
서귀포시,안덕면,2019-12-12,동영햇빛발전1호 태양광발전소,99.63,사업개시,2020-08-14,2022-06-30
서귀포시,표선면,2019-12-12,한라에너지2호 태양광발전소,910.57,사업개시,2021-02-05,2022-06-30
제주시,일도이동,2019-12-17,6호광장 EV충전스테이션 발전소,78,사업개시,2020-03-26,2022-06-30
제주시,구좌읍,2019-12-18,행원리마을회 태양광발전소,94.5,사업개시,2020-03-25,2022-06-30
서귀포시,대정읍,2019-12-18,명희태양광발전소,499.5,사업개시,2020-08-14,2022-06-30
제주시,삼양일동,2019-12-18,삼양태양광발전소,12,사업개시,2020-06-02,2022-06-30
서귀포시,표선면,2019-12-18,우일솔라2호 태양광발전소,733.72,사업개시,2021-01-04,2022-06-30
제주시,한경면,2019-12-18,저지리태양광발전소,30,사업개시,2020-06-02,2022-06-30
제주시,구좌읍,2019-12-19,행원2018 4호 태양광발전소,99.16,사업개시,2021-11-12,2022-06-30
제주시,구좌읍,2019-12-19,영광 태양광발전소,99.16,사업개시,2020-07-08,2022-06-30
서귀포시,성산읍,2019-12-19,금동태양광발전소,388.8,사업개시,2020-10-29,2022-06-30
제주시,외도일동,2019-12-19,삼광2 태양광발전소,236.92,사업개시,2020-12-11,2022-06-30
제주시,한림읍,2019-12-19,동그란산발전소,497.25,공사진행,,2022-06-30
제주시,해안동,2019-12-19,해안동1호 태양광발전소주식회사,399.6,사업개시,2020-06-18,2022-06-30
제주시,회천동,2019-12-19,지원태양광발전소,99.16,사업개시,2020-07-09,2022-06-30
제주시,봉개동,2019-12-20,명도암마을회2호태양광발전소,98.42,사업개시,2020-03-26,2022-06-30
제주시,애월읍,2019-12-20,정호태양광발전소,15.86,사업개시,2021-01-26,2022-06-30
제주시,한경면,2019-12-20,용당리사무소 태양광발전소,20.62,사업개시,2020-03-18,2022-06-30
서귀포시,성산읍,2019-12-24,제주에너지공사 수산 태양광발전소,999.37,인허가,,2022-06-30
제주시,용강동,2019-12-24,보물태양광발전소,99.06,사업개시,2020-11-24,2022-06-30
제주시,용강동,2019-12-24,대운태양광발전소,99.06,사업개시,2020-11-24,2022-06-30
제주시,구좌읍,2020-01-07,기정 태양광발전소,19.5,사업개시,2020-07-09,2022-06-30
제주시,삼양일동,2020-01-07,삼양태양광발전소,499.5,인허가,,2022-06-30
서귀포시,성산읍,2020-01-07,에스원에너지 태양광발전소,498,사업개시,2021-12-10,2022-06-30
제주시,조천읍,2020-01-07,지 태양광발전소,100,사업개시,2020-10-20,2022-06-30
서귀포시,표선면,2020-01-07,청명발전소,480,인허가,,2022-06-30
제주시,한림읍,2020-01-07,지민 태양광발전소,99.16,사업개시,2020-09-23,2022-06-30
서귀포시,남원읍,2020-01-15,제1우주 태양광발전소,498.96,인허가,,2022-06-30
서귀포시,남원읍,2020-01-15,티앤알1호 태양광발전소,996,사업개시,2020-10-29,2022-06-30
서귀포시,남원읍,2020-01-15,티앤알2호 태양광발전소,996,사업개시,2020-10-29,2022-06-30
서귀포시,성산읍,2020-01-15,산초태양광발전소,830,사업개시,2021-12-10,2022-06-30
제주시,오라이동,2020-01-15,진용태양광발전소,72.59,사업개시,2020-11-06,2022-06-30
서귀포시,표선면,2020-01-15,하나투에너지 태양광발전소,992.07,인허가,,2022-06-30
제주시,한경면,2020-01-15,조수발전소,292.16,인허가,,2022-06-30
제주시,한림읍,2020-01-15,태능태양광발전소,408,인허가,,2022-06-30
서귀포시,성산읍,2020-01-20,신양랜드태양광발전소,456.5,사업개시,2021-12-10,2022-06-30
서귀포시,성산읍,2020-01-20,미항 태양광발전소,498,사업개시,2021-12-10,2022-06-30
서귀포시,성산읍,2020-01-20,에스알피태양광발전소,788.5,사업개시,2021-12-10,2022-06-30
서귀포시,성산읍,2020-01-20,신금태양광발전소,491.77,사업개시,2020-11-23,2022-06-30
서귀포시,남원읍,2020-01-22,미소5호 태양광발전소,498,사업개시,2021-05-06,2022-06-30
서귀포시,대정읍,2020-01-22,무릉 태양광발전소,491.4,사업개시,2020-12-07,2022-06-30
서귀포시,성산읍,2020-01-22,제주감귤182호태양광발전소,493.64,사업개시,2020-11-23,2022-06-30
제주시,애월읍,2020-01-22,한영발전 태양광발전소,485.94,사업개시,2020-10-29,2022-06-30
제주시,애월읍,2020-01-22,최정임 태양광발전소,300.3,사업개시,2020-10-29,2022-06-30
제주시,조천읍,2020-01-22,제주감귤167-1호태양광발전소,196.56,사업개시,2020-06-02,2022-06-30
제주시,한경면,2020-01-22,시우 태양광발전소,492.17,사업개시,2020-11-06,2022-06-30
제주시,한림읍,2020-01-22,사랑2 태양광발전소,29.25,사업개시,2020-10-29,2022-06-30
제주시,한림읍,2020-01-22,제주감귤185호태양광발전소,298.48,사업개시,2020-04-28,2022-06-30
제주시,한경면,2020-01-23,고리태양광발전소,360,인허가,,2022-06-30
제주시,해안동,2020-01-28,성용태양광발전소,199.8,사업개시,2020-10-08,2022-06-30
제주시,구좌읍,2020-02-03,재영태양광발전소,730.4,사업개시,2022-01-27,2022-06-30
서귀포시,대정읍,2020-02-03,무영태양광발전소,51.87,사업개시,2020-11-03,2022-06-30
제주시,한경면,2020-02-03,고다태양광발전소,499.5,공사진행,,2022-06-30
서귀포시,성산읍,2020-02-05,경봉태양광발전소,752.4,사업개시,2022-03-29,2022-06-30
서귀포시,대정읍,2020-02-07,제주 신도리4 태양광발전소,49.77,사업개시,2021-01-05,2022-06-30
서귀포시,법환동,2020-02-07,조은태양광발전소,19.12,사업개시,2020-07-31,2022-06-30
서귀포시,성산읍,2020-02-07,방수 태양광발전소,248.9,사업개시,2022-03-23,2022-06-30
서귀포시,대정읍,2020-02-11,제주양지 태양광발전소,99.6,사업개시,2021-01-05,2022-06-30
제주시,애월읍,2020-02-11,제주감귤189호 태양광발전소,611.8,사업개시,2020-06-26,2022-06-30
제주시,한림읍,2020-02-11,제주감귤186호 태양광발전소,309.12,사업개시,2020-05-25,2022-06-30
제주시,봉개동,2020-02-13,대우태양광발전소,202.5,사업개시,2020-10-21,2022-06-30
제주시,아라이동,2020-02-13,온세태양광,99.6,사업개시,2020-04-16,2022-06-30
제주시,용담이동,2020-02-13,해피태양광발전소,16.6,사업개시,2020-07-21,2022-06-30
서귀포시,대정읍,2020-02-20,태양5호태양광발전소,701.1,사업개시,2020-10-21,2022-06-30
서귀포시,대정읍,2020-02-20,(주)수영하이텍 무릉리태양광발전소,824.1,사업개시,2020-10-21,2022-06-30
서귀포시,대정읍,2020-02-20,(주)수영하이텍 신도리태양광발전소,701.1,사업개시,2020-10-21,2022-06-30
서귀포시,대정읍,2020-02-20,정원태양광발전소,99.06,사업개시,2020-10-20,2022-06-30
서귀포시,대정읍,2020-02-20,도원1호태양광발전소,396.88,사업개시,2020-10-21,2022-06-30
제주시,구좌읍,2020-02-24,제주형 태양광발전소,299.52,사업개시,2021-02-26,2022-06-30
서귀포시,남원읍,2020-02-24,수망농림에너지원,499.2,사업개시,2020-12-28,2022-06-30
서귀포시,남원읍,2020-02-24,청솔2태양광발전소,498,사업개시,2021-05-20,2022-06-30
서귀포시,대정읍,2020-02-24,우주태양광발전소,28.8,사업개시,2021-01-05,2022-06-30
제주시,애월읍,2020-02-24,우리태양광발전소,298.8,사업개시,2021-01-05,2022-06-30
제주시,한경면,2020-02-24,벤츠1호 태양광발전소,99.6,인허가,,2022-06-30
서귀포시,성산읍,2020-03-03,성산파워태양광발전소,989.36,사업개시,2021-09-16,2022-06-30
서귀포시,성산읍,2020-03-03,대선에너지태양광발전소,971.1,사업개시,2021-09-16,2022-06-30
제주시,한경면,2020-03-03,하늘맑음태양광발전소,245.7,인허가,,2022-06-30
제주시,한경면,2020-03-03,조수태양광발전소,15,사업개시,2020-07-09,2022-06-30
서귀포시,안덕면,2020-03-05,사계리태양광발전소,300.96,사업개시,2021-02-05,2022-06-30
서귀포시,표선면,2020-03-05,정아 태양광발전소,298.62,사업개시,2020-09-10,2022-06-30
제주시,한림읍,2020-03-05,금성태양광발전소,99.06,인허가,,2022-06-30
제주시,한림읍,2020-03-05,상명리마을회2호태양광발전소,72,공사진행,,2022-06-30
제주시,한림읍,2020-03-05,월림산전3호태양광발전소,299.7,사업개시,2020-11-24,2022-06-30
서귀포시,상예동,2020-03-06,세림태양광발전소,242.77,공사진행,,2022-06-30
제주시,한림읍,2020-03-06,정석2호 태양광발전소,99.12,사업개시,2020-12-07,2022-06-30
제주시,한림읍,2020-03-06,샘2호태양광발전소,99.06,인허가,,2022-06-30
제주시,한림읍,2020-03-06,샘 태양광발전소,99.06,인허가,,2022-06-30
제주시,구좌읍,2020-03-16,행원2018 5호태양광발전소,99.06,사업개시,2020-07-08,2022-06-30
서귀포시,대정읍,2020-03-16,영선태양광발전소,99.9,사업개시,2021-01-12,2022-06-30
제주시,애월읍,2020-03-16,헬리오스태양광발전소,796.8,사업개시,2020-10-29,2022-06-30
제주시,한림읍,2020-03-16,용산2호태양광발전소,298.8,사업개시,2020-10-08,2022-06-30
제주시,구좌읍,2020-03-24,용산1호 태양광발전소,697.2,사업개시,2020-12-28,2022-06-30
서귀포시,대정읍,2020-03-24,인성리태양광발전소,399.76,사업개시,2021-02-05,2022-06-30
제주시,애월읍,2020-03-24,제주감귤191호 태양광발전소,393.12,사업개시,2020-06-18,2022-06-30
제주시,애월읍,2020-03-24,제주감귤190호 태양광발전소,604.24,사업개시,2020-06-26,2022-06-30
서귀포시,강정동,2020-04-06,강정마을회 태양광발전소,493.02,사업개시,2020-08-05,2022-06-30
서귀포시,남원읍,2020-04-06,금중3태양광발전소,496.4,사업개시,2021-06-28,2022-06-30
서귀포시,성산읍,2020-04-06,한국어류연구소 태양광발전소,80,인허가,,2022-06-30
서귀포시,성산읍,2020-04-06,세신 태양광발전소,996,사업개시,2021-10-20,2022-06-30
제주시,한경면,2020-04-06,LK 2호태양광발전소,99.06,인허가,,2022-06-30
서귀포시,남원읍,2020-04-08,영희 태양광발전소,498,사업개시,2020-12-01,2022-06-30
서귀포시,대정읍,2020-04-08,오이일삼 태양광발전소,717.12,사업개시,2020-12-28,2022-06-30
서귀포시,안덕면,2020-04-08,LSM태양광발전소,299.7,사업개시,2020-10-22,2022-06-30
제주시,조천읍,2020-04-08,문심ENG 태양광발전소,98.4,사업개시,2021-01-12,2022-06-30
제주시,한림읍,2020-04-08,자연 태양광발전소,99.12,인허가,,2022-06-30
제주시,한림읍,2020-04-08,청도태양광발전소,388.44,인허가,,2022-06-30
서귀포시,안덕면,2020-04-14,케이포에너지,29.62,사업개시,2021-01-04,2022-06-30
제주시,한경면,2020-04-14,해뜰태양광발전소,99.9,인허가,,2022-06-30
제주시,한경면,2020-04-14,더썬에너지,99.6,사업개시,2022-06-02,2022-06-30
제주시,한경면,2020-04-14,태광발전소,99.6,사업개시,2022-06-02,2022-06-30
제주시,한경면,2020-04-14,맑음에너지,99.6,사업개시,2022-06-02,2022-06-30
제주시,한림읍,2020-04-14,수민 태양광발전소,181.17,인허가,,2022-06-30
제주시,조천읍,2020-04-21,다담7호 태양광발전소,99.06,사업개시,2021-01-04,2022-06-30
제주시,조천읍,2020-04-21,다담8호태양광발전소,99.06,사업개시,2021-01-04,2022-06-30
제주시,한림읍,2020-04-21,오선달3호태양광발전소,99.06,인허가,,2022-06-30
제주시,한림읍,2020-04-21,오선달1호태양광발전소,99.06,인허가,,2022-06-30
제주시,회천동,2020-04-21,지혜2호태양광발전소,99.06,공사진행,,2022-06-30
서귀포시,표선면,2020-04-23,케이팜바이오,2000,인허가,,2022-06-30
서귀포시,남원읍,2020-04-24,위미태양광발전소,15,사업개시,2020-10-08,2022-06-30
서귀포시,성산읍,2020-04-24,뱀부 태양광발전소 2호,99.6,인허가,,2022-06-30
서귀포시,표선면,2020-04-24,상승태양광발전소,498.96,사업개시,2020-12-28,2022-06-30
서귀포시,표선면,2020-04-24,보성발전소,409.6,인허가,,2022-06-30
제주시,한림읍,2020-04-24,금빛2호 태양광발전소,99.2,인허가,,2022-06-30
제주시,한림읍,2020-04-24,명월 태양광발전소,199.68,인허가,,2022-06-30
제주시,구좌읍,2020-05-01,문가원2호태양광발전소,999.6,인허가,,2022-06-30
제주시,오라삼동,2020-05-01,(주)태성이앤씨태양광발전소,19.12,사업개시,2021-01-22,2022-06-30
제주시,한림읍,2020-05-01,동명태양광발전소 2호,199.8,공사진행,,2022-06-30
제주시,한림읍,2020-05-01,동명태양광발전소 1호,99.9,공사진행,,2022-06-30
제주시,한림읍,2020-05-01,햇님나라 태양광발전소,498,인허가,,2022-06-30
제주시,한경면,2020-05-08,청수태양광발전소,265.2,인허가,,2022-06-30
서귀포시,호근동,2020-05-15,(주)자연에너지(호근동),932.59,사업개시,2021-03-22,2022-06-30
서귀포시,대정읍,2020-05-16,이오일 태양광발전소,672.3,사업개시,2021-04-07,2022-06-30
서귀포시,표선면,2020-05-16,(주)아르케인베스트,996.3,인허가,,2022-06-30
서귀포시,표선면,2020-05-16,(주)르네상스1호 발전소,996.3,인허가,,2022-06-30
서귀포시,표선면,2020-05-16,(주)피닉스2호발전소,996.3,인허가,,2022-06-30
제주시,한림읍,2020-05-16,우진2호 태양광발전소,99.6,인허가,,2022-06-30
제주시,회천동,2020-05-16,다담5호태양광발전소,99.6,사업개시,2021-11-22,2022-06-30
서귀포시,남원읍,2020-05-21,상위미태양광발전소,19.5,사업개시,2020-08-28,2022-06-30
제주시,애월읍,2020-05-21,수산태양광발전소,99.6,사업개시,2021-06-09,2022-06-30
서귀포시,표선면,2020-05-21,유진에너지,911.34,사업개시,2021-02-05,2022-06-30
제주시,애월읍,2020-05-27,청운 태양광발전소,96.32,사업개시,2021-05-17,2022-06-30
제주시,조천읍,2020-05-27,주현3호태양광발전소,98.77,사업개시,2020-10-20,2022-06-30
서귀포시,표선면,2020-05-27,정우 태양광발전소,275.4,인허가,,2022-06-30
제주시,한경면,2020-05-27,청수태양광발전소 1호,99.9,인허가,,2022-06-30
제주시,한경면,2020-05-27,청수태양광발전소 2호,49.21,인허가,,2022-06-30
제주시,한경면,2020-05-27,청수태양광발전소 3호,99.9,인허가,,2022-06-30
서귀포시,남원읍,2020-06-03,에스플래닛 제주1호태양광발전소,1976.4,사업개시,2021-08-27,2022-06-30
서귀포시,안덕면,2020-06-03,썬파워태양광발전소,302.4,사업개시,2021-08-31,2022-06-30
서귀포시,안덕면,2020-06-03,한창태양광발전소,298.8,사업개시,2020-12-01,2022-06-30
서귀포시,표선면,2020-06-03,이든 태양광발전소,99.84,사업개시,2020-11-24,2022-06-30
서귀포시,표선면,2020-06-03,이수 태양광발전소,99.84,사업개시,2020-11-24,2022-06-30
제주시,한림읍,2020-06-03,금한4호 태양광발전소,494.1,인허가,,2022-06-30
제주시,한림읍,2020-06-03,제이엠테크 태양광발전소,769.98,사업개시,2021-07-12,2022-06-30
제주시,해안동,2020-06-03,해안동2호 태양광발전소,499.28,사업개시,2020-08-28,2022-06-30
제주시,한경면,2020-06-12,법영6호태양광발전소,498,인허가,,2022-06-30
제주시,한경면,2020-06-12,한경제3태양광발전소,140.8,인허가,,2022-06-30
제주시,한림읍,2020-06-12,경영태양광발전소,996,사업개시,2021-01-05,2022-06-30
제주시,조천읍,2020-06-15,감사발전소,99.6,사업개시,2021-01-05,2022-06-30
제주시,조천읍,2020-06-15,나눔발전소,99.6,사업개시,2021-01-05,2022-06-30
제주시,조천읍,2020-06-15,희망발전소,99.6,사업개시,2021-01-05,2022-06-30
제주시,조천읍,2020-06-15,문가원1호 태양광발전소,999.6,인허가,,2022-06-30
제주시,한경면,2020-06-15,건혁태양광발전소,446.04,인허가,,2022-06-30
서귀포시,표선면,2020-06-23,정광발전소,163.53,인허가,,2022-06-30
서귀포시,표선면,2020-06-23,단청썬에너지 태양광발전소,223.86,인허가,,2022-06-30
제주시,조천읍,2020-07-06,행복발전소,99.6,사업개시,2021-01-05,2022-06-30
제주시,조천읍,2020-07-06,건강발전소,99.6,사업개시,2021-01-05,2022-06-30
제주시,한경면,2020-07-06,에덴태양광발전소,799.2,인허가,,2022-06-30
제주시,한림읍,2020-07-06,티앤알3호태양광발전소,996,사업개시,2021-03-09,2022-06-30
제주시,한림읍,2020-07-06,햇살가득5호태양광발전소,99.6,사업개시,2020-12-28,2022-06-30
제주시,한림읍,2020-07-06,햇살가득4호 태양광발전소,99.6,사업개시,2020-12-28,2022-06-30
제주시,한림읍,2020-07-06,햇살가득3호태양광발전소,99.6,사업개시,2020-12-28,2022-06-30
제주시,한림읍,2020-07-06,햇살가득2호 태양광발전소,99.6,사업개시,2020-12-28,2022-06-30
제주시,구좌읍,2020-07-09,태광2호발전소,99.75,사업개시,2022-03-10,2022-06-30
제주시,구좌읍,2020-07-09,케이앤더블유에너지2호발전소,99.75,사업개시,2022-03-10,2022-06-30
제주시,애월읍,2020-07-09,(유)해늘솔라 태양광발전소,455.84,사업개시,2022-01-20,2022-06-30
제주시,애월읍,2020-07-09,(유)하람솔라 태양광발전소,497.28,사업개시,2022-01-20,2022-06-30
제주시,애월읍,2020-07-09,소길 태양광발전소,99.6,인허가,,2022-06-30
제주시,조천읍,2020-07-09,함덕태양광발전소,495.72,사업개시,2021-06-28,2022-06-30
제주시,한경면,2020-07-09,셋톰밭2호태양광발전소,99.6,인허가,,2022-06-30
제주시,한경면,2020-07-09,벤츠2호태양광발전소,99.6,인허가,,2022-06-30
제주시,한림읍,2020-07-09,서정2호 태양광발전소,498,사업개시,2021-10-20,2022-06-30
제주시,한림읍,2020-07-09,오선달2호태양광발전소,99.6,인허가,,2022-06-30
제주시,한림읍,2020-07-09,광명태양광발전소,769.08,사업개시,2021-11-12,2022-06-30
제주시,한림읍,2020-07-09,주식회사맑은자연,360,인허가,,2022-06-30
제주시,회천동,2020-07-09,다담6호 태양광발전소,99.6,사업개시,2021-11-22,2022-06-30
제주시,구좌읍,2020-07-14,동복리2호태양광발전소,99.6,인허가,,2022-06-30
제주시,구좌읍,2020-07-14,동복리1호태양광발전소,99.6,인허가,,2022-06-30
제주시,애월읍,2020-07-14,애월태양광발전소,910,사업개시,2021-05-17,2022-06-30
제주시,한림읍,2020-07-14,금악그린에너지발전소,893.76,인허가,,2022-06-30
제주시,한림읍,2020-07-14,금악솔라발전소,913.92,인허가,,2022-06-30
서귀포시,대정읍,2020-07-17,SK 1호태양광발전소,202.5,사업개시,2021-03-22,2022-06-30
서귀포시,대정읍,2020-07-17,SK 2호 태양광발전소,202.5,사업개시,2021-03-22,2022-06-30
제주시,애월읍,2020-07-17,춘우태양광발전소,833.04,사업개시,2021-04-18,2022-06-30
제주시,일도이동,2020-07-17,SK에너지 제주물류센터 태양광발전소,29.4,사업개시,2020-11-23,2022-06-30
제주시,한경면,2020-07-17,진성에너지개발 청수리2태양광발전소,299.88,인허가,,2022-06-30
제주시,한림읍,2020-07-17,상명태양광발전소2호,99,인허가,,2022-06-30
제주시,구좌읍,2020-07-27,성현에너지개발한동1태양광발전소,475.2,인허가,,2022-06-30
제주시,구좌읍,2020-07-27,성현에너지개발한동2태양광발전소,374.4,인허가,,2022-06-30
제주시,애월읍,2020-07-27,성현 봉성3태양광발전소,990,인허가,,2022-06-30
제주시,애월읍,2020-07-27,성현 봉성2태양광발전소,999,인허가,,2022-06-30
제주시,애월읍,2020-07-27,성현 봉성1태양광발전소,999,인허가,,2022-06-30
서귀포시,대정읍,2020-07-31,무릉리 태양광발전소,780.64,사업개시,2021-06-01,2022-06-30
제주시,한경면,2020-07-31,부미2 태양광발전소,97.44,인허가,,2022-06-30
제주시,한림읍,2020-07-31,오소로기2호 태양광 발전소,99.6,인허가,,2022-06-30
제주시,한림읍,2020-08-14,제주한림해상풍력(주),100000,공사진행,,2022-06-30
제주시,구좌읍,2020-08-20,선영태양광발전소,99.36,사업개시,2022-04-26,2022-06-30
서귀포시,성산읍,2020-08-20,난산리 태양광발전소,497.25,사업개시,2022-04-18,2022-06-30
